phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host,order_id,timestamp_request,timestamp_ack,timestamp_fill
FILL,2025-10-09T12:40:55.0702487Z,1760013655070,ORD-40125,501.25,,501.2495,,,1,1,-0.0004999999999881766,filled,ORD-40125,Sell,SELL,Market,FILL,filled,10,501.25,501.2495,1,1,HARNESS,DESKTOP-584MV4B,ORD-40125,2025-10-09T12:40:55.0603469Z,2025-10-09T12:40:55.0684298Z,2025-10-09T12:40:55.0702487Z
REQUEST,2025-10-09T12:40:55.3274422Z,1760013655327,ORD-40140,501.40000000000003,501.35,,,,1,,,,ORD-40140,Buy,BUY,Market,REQUEST,,,501.40000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40140,2025-10-09T12:40:55.3274422Z,,
ACK,2025-10-09T12:40:55.3297109Z,1760013655329,ORD-40140,501.40000000000003,501.35,,,,1,,,,ORD-40140,Buy,BUY,Market,ACK,,2,501.40000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40140,2025-10-09T12:40:55.3274422Z,2025-10-09T12:40:55.3297109Z,
FILL,2025-10-09T12:40:55.3313648Z,1760013655331,ORD-40140,501.40000000000003,501.35,501.4005,,,1,1,0.0004999999999881766,filled,ORD-40140,Buy,BUY,Market,FILL,filled,4,501.40000000000003,501.4005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40140,2025-10-09T12:40:55.3274422Z,2025-10-09T12:40:55.3297109Z,2025-10-09T12:40:55.3313648Z
REQUEST,2025-10-09T12:40:55.5772358Z,1760013655577,ORD-40155,501.55,,,,,1,,,,ORD-40155,Sell,SELL,Market,REQUEST,,,501.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-40155,2025-10-09T12:40:55.5772358Z,,
ACK,2025-10-09T12:40:55.5796404Z,1760013655579,ORD-40155,501.55,,,,,1,,,,ORD-40155,Sell,SELL,Market,ACK,,2,501.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-40155,2025-10-09T12:40:55.5772358Z,2025-10-09T12:40:55.5796404Z,
FILL,2025-10-09T12:40:55.5813674Z,1760013655581,ORD-40155,501.55,,501.5495,,,1,1,-0.0004999999999881766,filled,ORD-40155,Sell,SELL,Market,FILL,filled,4,501.55,501.5495,1,1,HARNESS,DESKTOP-584MV4B,ORD-40155,2025-10-09T12:40:55.5772358Z,2025-10-09T12:40:55.5796404Z,2025-10-09T12:40:55.5813674Z
REQUEST,2025-10-09T12:40:55.8268982Z,1760013655826,ORD-40170,501.7,501.65,,,,1,,,,ORD-40170,Buy,BUY,Market,REQUEST,,,501.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-40170,2025-10-09T12:40:55.8268982Z,,
ACK,2025-10-09T12:40:55.8343202Z,1760013655834,ORD-40170,501.7,501.65,,,,1,,,,ORD-40170,Buy,BUY,Market,ACK,,8,501.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-40170,2025-10-09T12:40:55.8268982Z,2025-10-09T12:40:55.8343202Z,
FILL,2025-10-09T12:40:55.8365016Z,1760013655836,ORD-40170,501.7,501.65,501.7005,,,1,1,0.0004999999999881766,filled,ORD-40170,Buy,BUY,Market,FILL,filled,10,501.7,501.7005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40170,2025-10-09T12:40:55.8268982Z,2025-10-09T12:40:55.8343202Z,2025-10-09T12:40:55.8365016Z
REQUEST,2025-10-09T12:40:56.0773134Z,1760013656077,ORD-40185,501.85,,,,,1,,,,ORD-40185,Sell,SELL,Market,REQUEST,,,501.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-40185,2025-10-09T12:40:56.0773134Z,,
ACK,2025-10-09T12:40:56.0880279Z,1760013656088,ORD-40185,501.85,,,,,1,,,,ORD-40185,Sell,SELL,Market,ACK,,11,501.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-40185,2025-10-09T12:40:56.0773134Z,2025-10-09T12:40:56.0880279Z,
FILL,2025-10-09T12:40:56.0898362Z,1760013656089,ORD-40185,501.85,,501.84950000000003,,,1,1,-0.0004999999999881766,filled,ORD-40185,Sell,SELL,Market,FILL,filled,12,501.85,501.84950000000003,1,1,HARNESS,DESKTOP-584MV4B,ORD-40185,2025-10-09T12:40:56.0773134Z,2025-10-09T12:40:56.0880279Z,2025-10-09T12:40:56.0898362Z
REQUEST,2025-10-09T12:40:56.3443172Z,1760013656344,ORD-40200,502,501.95,,,,1,,,,ORD-40200,Buy,BUY,Market,REQUEST,,,502,,1,,HARNESS,DESKTOP-584MV4B,ORD-40200,2025-10-09T12:40:56.3443172Z,,
ACK,2025-10-09T12:40:56.3518646Z,1760013656351,ORD-40200,502,501.95,,,,1,,,,ORD-40200,Buy,BUY,Market,ACK,,7,502,,1,,HARNESS,DESKTOP-584MV4B,ORD-40200,2025-10-09T12:40:56.3443172Z,2025-10-09T12:40:56.3518646Z,
FILL,2025-10-09T12:40:56.3537106Z,1760013656353,ORD-40200,502,501.95,502.0005,,,1,1,0.0004999999999881766,filled,ORD-40200,Buy,BUY,Market,FILL,filled,9,502,502.0005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40200,2025-10-09T12:40:56.3443172Z,2025-10-09T12:40:56.3518646Z,2025-10-09T12:40:56.3537106Z
REQUEST,2025-10-09T12:40:56.5938437Z,1760013656593,ORD-40215,502.15000000000003,,,,,1,,,,ORD-40215,Sell,SELL,Market,REQUEST,,,502.15000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40215,2025-10-09T12:40:56.5938437Z,,
ACK,2025-10-09T12:40:56.6054566Z,1760013656605,ORD-40215,502.15000000000003,,,,,1,,,,ORD-40215,Sell,SELL,Market,ACK,,12,502.15000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40215,2025-10-09T12:40:56.5938437Z,2025-10-09T12:40:56.6054566Z,
FILL,2025-10-09T12:40:56.6073535Z,1760013656607,ORD-40215,502.15000000000003,,502.14950000000005,,,1,1,-0.0004999999999881766,filled,ORD-40215,Sell,SELL,Market,FILL,filled,14,502.15000000000003,502.14950000000005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40215,2025-10-09T12:40:56.5938437Z,2025-10-09T12:40:56.6054566Z,2025-10-09T12:40:56.6073535Z
REQUEST,2025-10-09T12:40:56.8610821Z,1760013656861,ORD-40230,502.3,502.25,,,,1,,,,ORD-40230,Buy,BUY,Market,REQUEST,,,502.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-40230,2025-10-09T12:40:56.8610821Z,,
ACK,2025-10-09T12:40:56.8629216Z,1760013656862,ORD-40230,502.3,502.25,,,,1,,,,ORD-40230,Buy,BUY,Market,ACK,,1,502.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-40230,2025-10-09T12:40:56.8610821Z,2025-10-09T12:40:56.8629216Z,
FILL,2025-10-09T12:40:56.8645679Z,1760013656864,ORD-40230,502.3,502.25,502.3005,,,1,1,0.0004999999999881766,filled,ORD-40230,Buy,BUY,Market,FILL,filled,3,502.3,502.3005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40230,2025-10-09T12:40:56.8610821Z,2025-10-09T12:40:56.8629216Z,2025-10-09T12:40:56.8645679Z
REQUEST,2025-10-09T12:40:57.1111710Z,1760013657111,ORD-40245,502.45,,,,,1,,,,ORD-40245,Sell,SELL,Market,REQUEST,,,502.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-40245,2025-10-09T12:40:57.1111710Z,,
ACK,2025-10-09T12:40:57.1227799Z,1760013657122,ORD-40245,502.45,,,,,1,,,,ORD-40245,Sell,SELL,Market,ACK,,11,502.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-40245,2025-10-09T12:40:57.1111710Z,2025-10-09T12:40:57.1227799Z,
FILL,2025-10-09T12:40:57.1245658Z,1760013657124,ORD-40245,502.45,,502.4495,,,1,1,-0.0004999999999881766,filled,ORD-40245,Sell,SELL,Market,FILL,filled,13,502.45,502.4495,1,1,HARNESS,DESKTOP-584MV4B,ORD-40245,2025-10-09T12:40:57.1111710Z,2025-10-09T12:40:57.1227799Z,2025-10-09T12:40:57.1245658Z
REQUEST,2025-10-09T12:40:57.3790524Z,1760013657379,ORD-40260,502.6,502.55,,,,1,,,,ORD-40260,Buy,BUY,Market,REQUEST,,,502.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-40260,2025-10-09T12:40:57.3790524Z,,
ACK,2025-10-09T12:40:57.3869426Z,1760013657386,ORD-40260,502.6,502.55,,,,1,,,,ORD-40260,Buy,BUY,Market,ACK,,7,502.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-40260,2025-10-09T12:40:57.3790524Z,2025-10-09T12:40:57.3869426Z,
FILL,2025-10-09T12:40:57.3889661Z,1760013657388,ORD-40260,502.6,502.55,502.6005,,,1,1,0.0004999999999881766,filled,ORD-40260,Buy,BUY,Market,FILL,filled,9,502.6,502.6005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40260,2025-10-09T12:40:57.3790524Z,2025-10-09T12:40:57.3869426Z,2025-10-09T12:40:57.3889661Z
REQUEST,2025-10-09T12:40:57.6240832Z,1760013657624,ORD-40275,502.75,,,,,1,,,,ORD-40275,Sell,SELL,Market,REQUEST,,,502.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-40275,2025-10-09T12:40:57.6240832Z,,
ACK,2025-10-09T12:40:57.6266225Z,1760013657626,ORD-40275,502.75,,,,,1,,,,ORD-40275,Sell,SELL,Market,ACK,,2,502.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-40275,2025-10-09T12:40:57.6240832Z,2025-10-09T12:40:57.6266225Z,
FILL,2025-10-09T12:40:57.6283947Z,1760013657628,ORD-40275,502.75,,502.7495,,,1,1,-0.0004999999999881766,filled,ORD-40275,Sell,SELL,Market,FILL,filled,4,502.75,502.7495,1,1,HARNESS,DESKTOP-584MV4B,ORD-40275,2025-10-09T12:40:57.6240832Z,2025-10-09T12:40:57.6266225Z,2025-10-09T12:40:57.6283947Z
REQUEST,2025-10-09T12:40:57.8611322Z,1760013657861,ORD-40290,502.90000000000003,502.85,,,,1,,,,ORD-40290,Buy,BUY,Market,REQUEST,,,502.90000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40290,2025-10-09T12:40:57.8611322Z,,
ACK,2025-10-09T12:40:57.8695672Z,1760013657869,ORD-40290,502.90000000000003,502.85,,,,1,,,,ORD-40290,Buy,BUY,Market,ACK,,8,502.90000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40290,2025-10-09T12:40:57.8611322Z,2025-10-09T12:40:57.8695672Z,
FILL,2025-10-09T12:40:57.8714981Z,1760013657871,ORD-40290,502.90000000000003,502.85,502.9005,,,1,1,0.0004999999999881766,filled,ORD-40290,Buy,BUY,Market,FILL,filled,10,502.90000000000003,502.9005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40290,2025-10-09T12:40:57.8611322Z,2025-10-09T12:40:57.8695672Z,2025-10-09T12:40:57.8714981Z
REQUEST,2025-10-09T12:40:58.1115908Z,1760013658111,ORD-40305,503.05,,,,,1,,,,ORD-40305,Sell,SELL,Market,REQUEST,,,503.05,,1,,HARNESS,DESKTOP-584MV4B,ORD-40305,2025-10-09T12:40:58.1115908Z,,
ACK,2025-10-09T12:40:58.1230031Z,1760013658123,ORD-40305,503.05,,,,,1,,,,ORD-40305,Sell,SELL,Market,ACK,,12,503.05,,1,,HARNESS,DESKTOP-584MV4B,ORD-40305,2025-10-09T12:40:58.1115908Z,2025-10-09T12:40:58.1230031Z,
FILL,2025-10-09T12:40:58.1247773Z,1760013658124,ORD-40305,503.05,,503.0495,,,1,1,-0.0004999999999881766,filled,ORD-40305,Sell,SELL,Market,FILL,filled,13,503.05,503.0495,1,1,HARNESS,DESKTOP-584MV4B,ORD-40305,2025-10-09T12:40:58.1115908Z,2025-10-09T12:40:58.1230031Z,2025-10-09T12:40:58.1247773Z
REQUEST,2025-10-09T12:40:58.3791142Z,1760013658379,ORD-40320,503.2,503.15,,,,1,,,,ORD-40320,Buy,BUY,Market,REQUEST,,,503.2,,1,,HARNESS,DESKTOP-584MV4B,ORD-40320,2025-10-09T12:40:58.3791142Z,,
ACK,2025-10-09T12:40:58.3867447Z,1760013658386,ORD-40320,503.2,503.15,,,,1,,,,ORD-40320,Buy,BUY,Market,ACK,,7,503.2,,1,,HARNESS,DESKTOP-584MV4B,ORD-40320,2025-10-09T12:40:58.3791142Z,2025-10-09T12:40:58.3867447Z,
FILL,2025-10-09T12:40:58.3885934Z,1760013658388,ORD-40320,503.2,503.15,503.2005,,,1,1,0.0004999999999881766,filled,ORD-40320,Buy,BUY,Market,FILL,filled,9,503.2,503.2005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40320,2025-10-09T12:40:58.3791142Z,2025-10-09T12:40:58.3867447Z,2025-10-09T12:40:58.3885934Z
REQUEST,2025-10-09T12:40:58.6297717Z,1760013658629,ORD-40335,503.35,,,,,1,,,,ORD-40335,Sell,SELL,Market,REQUEST,,,503.35,,1,,HARNESS,DESKTOP-584MV4B,ORD-40335,2025-10-09T12:40:58.6297717Z,,
ACK,2025-10-09T12:40:58.6404366Z,1760013658640,ORD-40335,503.35,,,,,1,,,,ORD-40335,Sell,SELL,Market,ACK,,11,503.35,,1,,HARNESS,DESKTOP-584MV4B,ORD-40335,2025-10-09T12:40:58.6297717Z,2025-10-09T12:40:58.6404366Z,
FILL,2025-10-09T12:40:58.6422081Z,1760013658642,ORD-40335,503.35,,503.34950000000003,,,1,1,-0.0004999999999881766,filled,ORD-40335,Sell,SELL,Market,FILL,filled,13,503.35,503.34950000000003,1,1,HARNESS,DESKTOP-584MV4B,ORD-40335,2025-10-09T12:40:58.6297717Z,2025-10-09T12:40:58.6404366Z,2025-10-09T12:40:58.6422081Z
REQUEST,2025-10-09T12:40:58.8967100Z,1760013658896,ORD-40350,503.5,503.45,,,,1,,,,ORD-40350,Buy,BUY,Market,REQUEST,,,503.5,,1,,HARNESS,DESKTOP-584MV4B,ORD-40350,2025-10-09T12:40:58.8967100Z,,
ACK,2025-10-09T12:40:58.8986799Z,1760013658898,ORD-40350,503.5,503.45,,,,1,,,,ORD-40350,Buy,BUY,Market,ACK,,2,503.5,,1,,HARNESS,DESKTOP-584MV4B,ORD-40350,2025-10-09T12:40:58.8967100Z,2025-10-09T12:40:58.8986799Z,
FILL,2025-10-09T12:40:58.9003315Z,1760013658900,ORD-40350,503.5,503.45,503.5005,,,1,1,0.0004999999999881766,filled,ORD-40350,Buy,BUY,Market,FILL,filled,4,503.5,503.5005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40350,2025-10-09T12:40:58.8967100Z,2025-10-09T12:40:58.8986799Z,2025-10-09T12:40:58.9003315Z
REQUEST,2025-10-09T12:40:59.1417694Z,1760013659141,ORD-40365,503.65000000000003,,,,,1,,,,ORD-40365,Sell,SELL,Market,REQUEST,,,503.65000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40365,2025-10-09T12:40:59.1417694Z,,
ACK,2025-10-09T12:40:59.1524779Z,1760013659152,ORD-40365,503.65000000000003,,,,,1,,,,ORD-40365,Sell,SELL,Market,ACK,,11,503.65000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40365,2025-10-09T12:40:59.1417694Z,2025-10-09T12:40:59.1524779Z,
FILL,2025-10-09T12:40:59.1535379Z,1760013659153,ORD-40365,503.65000000000003,,503.64950000000005,,,1,1,-0.0004999999999881766,filled,ORD-40365,Sell,SELL,Market,FILL,filled,12,503.65000000000003,503.64950000000005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40365,2025-10-09T12:40:59.1417694Z,2025-10-09T12:40:59.1524779Z,2025-10-09T12:40:59.1535379Z
REQUEST,2025-10-09T12:40:59.4127818Z,1760013659412,ORD-40380,503.8,503.75,,,,1,,,,ORD-40380,Buy,BUY,Market,REQUEST,,,503.8,,1,,HARNESS,DESKTOP-584MV4B,ORD-40380,2025-10-09T12:40:59.4127818Z,,
ACK,2025-10-09T12:40:59.4240923Z,1760013659424,ORD-40380,503.8,503.75,,,,1,,,,ORD-40380,Buy,BUY,Market,ACK,,12,503.8,,1,,HARNESS,DESKTOP-584MV4B,ORD-40380,2025-10-09T12:40:59.4127818Z,2025-10-09T12:40:59.4240923Z,
FILL,2025-10-09T12:40:59.4255327Z,1760013659425,ORD-40380,503.8,503.75,503.8005,,,1,1,0.0004999999999881766,filled,ORD-40380,Buy,BUY,Market,FILL,filled,13,503.8,503.8005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40380,2025-10-09T12:40:59.4127818Z,2025-10-09T12:40:59.4240923Z,2025-10-09T12:40:59.4255327Z
REQUEST,2025-10-09T12:40:59.6807054Z,1760013659680,ORD-40395,503.95,,,,,1,,,,ORD-40395,Sell,SELL,Market,REQUEST,,,503.95,,1,,HARNESS,DESKTOP-584MV4B,ORD-40395,2025-10-09T12:40:59.6807054Z,,
ACK,2025-10-09T12:40:59.6876865Z,1760013659687,ORD-40395,503.95,,,,,1,,,,ORD-40395,Sell,SELL,Market,ACK,,7,503.95,,1,,HARNESS,DESKTOP-584MV4B,ORD-40395,2025-10-09T12:40:59.6807054Z,2025-10-09T12:40:59.6876865Z,
FILL,2025-10-09T12:40:59.6894626Z,1760013659689,ORD-40395,503.95,,503.9495,,,1,1,-0.0004999999999881766,filled,ORD-40395,Sell,SELL,Market,FILL,filled,9,503.95,503.9495,1,1,HARNESS,DESKTOP-584MV4B,ORD-40395,2025-10-09T12:40:59.6807054Z,2025-10-09T12:40:59.6876865Z,2025-10-09T12:40:59.6894626Z
REQUEST,2025-10-09T12:40:59.9467908Z,1760013659946,ORD-40410,504.1,504.05,,,,1,,,,ORD-40410,Buy,BUY,Market,REQUEST,,,504.1,,1,,HARNESS,DESKTOP-584MV4B,ORD-40410,2025-10-09T12:40:59.9467908Z,,
ACK,2025-10-09T12:40:59.9545507Z,1760013659954,ORD-40410,504.1,504.05,,,,1,,,,ORD-40410,Buy,BUY,Market,ACK,,8,504.1,,1,,HARNESS,DESKTOP-584MV4B,ORD-40410,2025-10-09T12:40:59.9467908Z,2025-10-09T12:40:59.9545507Z,
FILL,2025-10-09T12:40:59.9563257Z,1760013659956,ORD-40410,504.1,504.05,504.1005,,,1,1,0.0004999999999881766,filled,ORD-40410,Buy,BUY,Market,FILL,filled,10,504.1,504.1005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40410,2025-10-09T12:40:59.9467908Z,2025-10-09T12:40:59.9545507Z,2025-10-09T12:40:59.9563257Z
REQUEST,2025-10-09T12:41:00.1976326Z,1760013660197,ORD-40425,504.25,,,,,1,,,,ORD-40425,Sell,SELL,Market,REQUEST,,,504.25,,1,,HARNESS,DESKTOP-584MV4B,ORD-40425,2025-10-09T12:41:00.1976326Z,,
ACK,2025-10-09T12:41:00.2009345Z,1760013660200,ORD-40425,504.25,,,,,1,,,,ORD-40425,Sell,SELL,Market,ACK,,3,504.25,,1,,HARNESS,DESKTOP-584MV4B,ORD-40425,2025-10-09T12:41:00.1976326Z,2025-10-09T12:41:00.2009345Z,
FILL,2025-10-09T12:41:00.2025790Z,1760013660202,ORD-40425,504.25,,504.2495,,,1,1,-0.0004999999999881766,filled,ORD-40425,Sell,SELL,Market,FILL,filled,5,504.25,504.2495,1,1,HARNESS,DESKTOP-584MV4B,ORD-40425,2025-10-09T12:41:00.1976326Z,2025-10-09T12:41:00.2009345Z,2025-10-09T12:41:00.2025790Z
REQUEST,2025-10-09T12:41:00.4475699Z,1760013660447,ORD-40440,504.40000000000003,504.35,,,,1,,,,ORD-40440,Buy,BUY,Market,REQUEST,,,504.40000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40440,2025-10-09T12:41:00.4475699Z,,
ACK,2025-10-09T12:41:00.4592620Z,1760013660459,ORD-40440,504.40000000000003,504.35,,,,1,,,,ORD-40440,Buy,BUY,Market,ACK,,12,504.40000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40440,2025-10-09T12:41:00.4475699Z,2025-10-09T12:41:00.4592620Z,
FILL,2025-10-09T12:41:00.4611722Z,1760013660461,ORD-40440,504.40000000000003,504.35,504.4005,,,1,1,0.0004999999999881766,filled,ORD-40440,Buy,BUY,Market,FILL,filled,14,504.40000000000003,504.4005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40440,2025-10-09T12:41:00.4475699Z,2025-10-09T12:41:00.4592620Z,2025-10-09T12:41:00.4611722Z
REQUEST,2025-10-09T12:41:00.7104697Z,1760013660710,ORD-40455,504.55,,,,,1,,,,ORD-40455,Sell,SELL,Market,REQUEST,,,504.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-40455,2025-10-09T12:41:00.7104697Z,,
ACK,2025-10-09T12:41:00.7175921Z,1760013660717,ORD-40455,504.55,,,,,1,,,,ORD-40455,Sell,SELL,Market,ACK,,7,504.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-40455,2025-10-09T12:41:00.7104697Z,2025-10-09T12:41:00.7175921Z,
FILL,2025-10-09T12:41:00.7191858Z,1760013660719,ORD-40455,504.55,,504.5495,,,1,1,-0.0004999999999881766,filled,ORD-40455,Sell,SELL,Market,FILL,filled,9,504.55,504.5495,1,1,HARNESS,DESKTOP-584MV4B,ORD-40455,2025-10-09T12:41:00.7104697Z,2025-10-09T12:41:00.7175921Z,2025-10-09T12:41:00.7191858Z
REQUEST,2025-10-09T12:41:00.9639407Z,1760013660963,ORD-40470,504.7,504.65,,,,1,,,,ORD-40470,Buy,BUY,Market,REQUEST,,,504.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-40470,2025-10-09T12:41:00.9639407Z,,
ACK,2025-10-09T12:41:00.9658500Z,1760013660965,ORD-40470,504.7,504.65,,,,1,,,,ORD-40470,Buy,BUY,Market,ACK,,2,504.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-40470,2025-10-09T12:41:00.9639407Z,2025-10-09T12:41:00.9658500Z,
FILL,2025-10-09T12:41:00.9674776Z,1760013660967,ORD-40470,504.7,504.65,504.7005,,,1,1,0.0004999999999881766,filled,ORD-40470,Buy,BUY,Market,FILL,filled,4,504.7,504.7005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40470,2025-10-09T12:41:00.9639407Z,2025-10-09T12:41:00.9658500Z,2025-10-09T12:41:00.9674776Z
REQUEST,2025-10-09T12:41:01.2141556Z,1760013661214,ORD-40485,504.85,,,,,1,,,,ORD-40485,Sell,SELL,Market,REQUEST,,,504.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-40485,2025-10-09T12:41:01.2141556Z,,
ACK,2025-10-09T12:41:01.2195719Z,1760013661219,ORD-40485,504.85,,,,,1,,,,ORD-40485,Sell,SELL,Market,ACK,,5,504.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-40485,2025-10-09T12:41:01.2141556Z,2025-10-09T12:41:01.2195719Z,
FILL,2025-10-09T12:41:01.2205826Z,1760013661220,ORD-40485,504.85,,504.84950000000003,,,1,1,-0.0004999999999881766,filled,ORD-40485,Sell,SELL,Market,FILL,filled,6,504.85,504.84950000000003,1,1,HARNESS,DESKTOP-584MV4B,ORD-40485,2025-10-09T12:41:01.2141556Z,2025-10-09T12:41:01.2195719Z,2025-10-09T12:41:01.2205826Z
REQUEST,2025-10-09T12:41:01.4648259Z,1760013661464,ORD-40500,505,504.95,,,,1,,,,ORD-40500,Buy,BUY,Market,REQUEST,,,505,,1,,HARNESS,DESKTOP-584MV4B,ORD-40500,2025-10-09T12:41:01.4648259Z,,
ACK,2025-10-09T12:41:01.4664578Z,1760013661466,ORD-40500,505,504.95,,,,1,,,,ORD-40500,Buy,BUY,Market,ACK,,2,505,,1,,HARNESS,DESKTOP-584MV4B,ORD-40500,2025-10-09T12:41:01.4648259Z,2025-10-09T12:41:01.4664578Z,
FILL,2025-10-09T12:41:01.4674678Z,1760013661467,ORD-40500,505,504.95,505.0005,,,1,1,0.0004999999999881766,filled,ORD-40500,Buy,BUY,Market,FILL,filled,3,505,505.0005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40500,2025-10-09T12:41:01.4648259Z,2025-10-09T12:41:01.4664578Z,2025-10-09T12:41:01.4674678Z
REQUEST,2025-10-09T12:41:01.7144011Z,1760013661714,ORD-40515,505.15000000000003,,,,,1,,,,ORD-40515,Sell,SELL,Market,REQUEST,,,505.15000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40515,2025-10-09T12:41:01.7144011Z,,
ACK,2025-10-09T12:41:01.7163697Z,1760013661716,ORD-40515,505.15000000000003,,,,,1,,,,ORD-40515,Sell,SELL,Market,ACK,,2,505.15000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-40515,2025-10-09T12:41:01.7144011Z,2025-10-09T12:41:01.7163697Z,
FILL,2025-10-09T12:41:01.7173105Z,1760013661717,ORD-40515,505.15000000000003,,505.14950000000005,,,1,1,-0.0004999999999881766,filled,ORD-40515,Sell,SELL,Market,FILL,filled,3,505.15000000000003,505.14950000000005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40515,2025-10-09T12:41:01.7144011Z,2025-10-09T12:41:01.7163697Z,2025-10-09T12:41:01.7173105Z
REQUEST,2025-10-09T12:41:01.9641786Z,1760013661964,ORD-40530,505.3,505.25,,,,1,,,,ORD-40530,Buy,BUY,Market,REQUEST,,,505.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-40530,2025-10-09T12:41:01.9641786Z,,
ACK,2025-10-09T12:41:01.9707848Z,1760013661970,ORD-40530,505.3,505.25,,,,1,,,,ORD-40530,Buy,BUY,Market,ACK,,6,505.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-40530,2025-10-09T12:41:01.9641786Z,2025-10-09T12:41:01.9707848Z,
FILL,2025-10-09T12:41:01.9714765Z,1760013661971,ORD-40530,505.3,505.25,505.3005,,,1,1,0.0004999999999881766,filled,ORD-40530,Buy,BUY,Market,FILL,filled,7,505.3,505.3005,1,1,HARNESS,DESKTOP-584MV4B,ORD-40530,2025-10-09T12:41:01.9641786Z,2025-10-09T12:41:01.9707848Z,2025-10-09T12:41:01.9714765Z
REQUEST,2025-10-09T12:41:02.2123855Z,1760013662212,ORD-40545,505.45,,,,,1,,,,ORD-40545,Sell,SELL,Market,REQUEST,,,505.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-40545,2025-10-09T12:41:02.2123855Z,,
ACK,2025-10-09T12:41:02.2219829Z,1760013662221,ORD-40545,505.45,,,,,1,,,,ORD-40545,Sell,SELL,Market,ACK,,9,505.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-40545,2025-10-09T12:41:02.2123855Z,2025-10-09T12:41:02.2219829Z,
FILL,2025-10-09T12:41:02.2229167Z,1760013662222,ORD-40545,505.45,,505.4495,,,1,1,-0.0004999999999881766,filled,ORD-40545,Sell,SELL,Market,FILL,filled,10,505.45,505.4495,1,1,HARNESS,DESKTOP-584MV4B,ORD-40545,2025-10-09T12:41:02.2123855Z,2025-10-09T12:41:02.2219829Z,2025-10-09T12:41:02.2229167Z
REQUEST,2025-10-09T12:41:02.4646433Z,1760013662464,ORD-40560,505.6,505.55,,,,1,,,,ORD-40560,Buy,BUY,Market,REQUEST,,,505.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-40560,2025-10-09T12:41:02.4646433Z,,
ACK,2025-10-09T12:41:02.4732353Z,1760013662473,ORD-40560,505.6,505.55,,,,1,,,,ORD-40560,Buy,BUY,Market,ACK,,9,505.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-40560,2025-10-09T12:41:02.4646433Z,2025-10-09T12:41:02.4732353Z,
